Power                   Time
384.09025594944563	0.256
384.09025594944563	0.268
384.09025594944563	0.28
384.09025594944563	0.292
384.09025594944563	0.304
384.09025594944563	0.316
384.09025594944563	0.328
384.09025594944563	0.34
384.09025594944563	0.352
384.09025594944563	0.364
384.09025594944563	0.376
384.09025594944563	0.388
384.09025594944563	0.4
384.09025594944563	0.412
384.09025594944563	0.424
384.09025594944563	0.436
384.09025594944563	0.448
384.09025594944563	0.46
384.09025594944563	0.472
384.09025594944563	0.484
384.09025594944563	0.496
384.09025594944563	0.508
384.09025594944563	0.52
384.09025594944563	0.532
384.09025594944563	0.544
384.09025594944563	0.556
384.09025594944563	0.568
384.09025594944563	0.58
384.09025594944563	0.592
384.09025594944563	0.604
384.09025594944563	0.616
384.09025594944563	0.628
384.09025594944563	0.64
384.09025594944563	0.652
384.09025594944563	0.664
384.09025594944563	0.676
384.09025594944563	0.688
384.09025594944563	0.7
384.09025594944563	0.712
384.09025594944563	0.724
384.09025594944563	0.736
384.09025594944563	0.748
384.09025594944563	0.76
384.09025594944563	0.772
384.09025594944563	0.784
384.09025594944563	0.796
384.09025594944563	0.808
384.09025594944563	0.82
384.09025594944563	0.832
384.09025594944563	0.844
384.09025594944563	0.856
384.09025594944563	0.868
384.09025594944563	0.88
384.09025594944563	0.892
384.09025594944563	0.904
384.09025594944563	0.916
384.09025594944563	0.928
384.09025594944563	0.94
384.09025594944563	0.952
384.09025594944563	0.964
384.09025594944563	0.976
384.09025594944563	0.988
384.09025594944563	1.0
384.09025594944563	1.012
384.09025594944563	1.024
384.09025594944563	1.036
384.09025594944563	1.048
384.09025594944563	1.06
384.09025594944563	1.072
384.09025594944563	1.084
384.09025594944563	1.096
384.09025594944563	1.108
384.09025594944563	1.12
384.09025594944563	1.132
384.09025594944563	1.144
384.09025594944563	1.156
384.09025594944563	1.168
384.09025594944563	1.18
384.09025594944563	1.192
384.09025594944563	1.204
384.09025594944563	1.216
384.09025594944563	1.228
384.09025594944563	1.24
384.09025594944563	1.252
